2024-12-11 20:06:41,099 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:06:41.099347 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:07:32,840 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:07:32.840629 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:07:36,594 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:07:36.594800 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:07:36,594 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:07:36.594800 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:07:39,935 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:07:39.935692 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:07:39,935 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:07:39.935692 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:07:43,278 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:07:43.278223 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:07:43,278 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:07:43.278223 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:07:47,232 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:07:47.232551 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:07:47,232 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:07:47.232551 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:07:50,634 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:07:50.634762 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:07:50,634 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:07:50.634762 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:07:54,007 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:07:54.007414 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:07:54,007 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:07:54.007414 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:07:57,866 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:07:57.866795 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:07:57,866 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:07:57.866795 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:01,181 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:08:01.181081 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:01,181 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:08:01.181081 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:04,536 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:08:04.536170 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:04,536 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:08:04.536170 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:08,656 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:08:08.656928 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:08,656 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:08:08.656928 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:11,997 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:08:11.997782 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:11,997 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:08:11.997782 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:15,461 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:08:15.461884 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:15,461 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:08:15.461884 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:19,353 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:08:19.353201 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:19,353 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:08:19.353201 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:22,664 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:08:22.664079 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:22,664 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:08:22.664079 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:25,931 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:08:25.931023 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:25,931 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:08:25.931023 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:29,670 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:08:29.670614 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:29,671 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:08:29.670614 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:33,067 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:08:33.067850 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:33,067 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:08:33.067850 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:36,405 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:08:36.404500 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:36,405 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:08:36.405511 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:40,176 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:08:40.176339 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:40,176 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:08:40.176339 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:43,482 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:08:43.482284 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:43,482 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:08:43.482284 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:46,943 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:08:46.943953 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:46,944 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:08:46.944991 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:50,717 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:08:50.717917 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:50,717 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:08:50.717917 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:54,076 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:08:54.076038 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:54,076 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:08:54.076038 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:57,522 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:08:57.522031 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:08:57,522 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:08:57.522031 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:01,327 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:09:01.327823 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:01,328 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:09:01.328819 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:04,701 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:09:04.701629 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:04,701 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:09:04.701629 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:08,026 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:09:08.026814 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:08,026 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:09:08.026814 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:11,758 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:09:11.758751 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:11,758 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:09:11.758751 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:15,083 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:09:15.083933 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:15,083 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:09:15.083933 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:18,459 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:09:18.459134 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:18,460 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:09:18.460132 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:22,367 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:09:22.367294 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:22,367 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:09:22.367294 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:25,711 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:09:25.711959 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:25,711 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:09:25.711959 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:29,186 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:09:29.185088 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:29,186 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:09:29.186132 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:32,980 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:09:32.980932 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:32,980 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:09:32.980932 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:36,532 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:09:36.532608 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:36,532 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:09:36.532608 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:39,844 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:09:39.844798 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:39,844 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:09:39.844798 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:43,775 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:09:43.775227 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:43,775 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:09:43.775227 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:47,084 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:09:47.084363 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:47,085 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:09:47.085367 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:50,574 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:09:50.574703 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:50,574 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:09:50.574703 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:54,498 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:09:54.498692 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:54,498 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:09:54.498692 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:57,893 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:09:57.893019 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:09:57,893 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:09:57.893019 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:01,356 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:10:01.356588 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:01,357 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:10:01.356588 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:05,536 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:10:05.536633 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:05,536 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:10:05.536633 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:08,911 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:10:08.911810 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:08,912 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:10:08.912805 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:12,310 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:10:12.310735 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:12,310 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:10:12.310735 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:16,212 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:10:16.212554 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:16,212 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:10:16.212554 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:19,516 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:10:19.516470 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:19,516 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:10:19.516470 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:22,837 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:10:22.837129 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:22,837 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:10:22.837129 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:26,781 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:10:26.781711 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:26,782 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:10:26.782799 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:30,176 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:10:30.176897 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:30,177 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:10:30.177930 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:33,437 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:10:33.437694 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:33,437 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:10:33.437694 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:37,443 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:10:37.443967 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:37,443 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:10:37.443967 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:40,772 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:10:40.772513 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:40,772 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:10:40.772513 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:44,134 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:10:44.134611 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:44,135 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:10:44.135607 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:47,959 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:10:47.959800 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:47,959 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:10:47.959800 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:51,322 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:10:51.322955 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:51,322 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:10:51.322955 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:54,710 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:10:54.710959 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:54,710 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:10:54.710959 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:58,652 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:10:58.652696 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:10:58,652 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:10:58.652696 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:02,012 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:11:02.012642 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:02,012 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:11:02.012642 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:05,420 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:11:05.420592 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:05,420 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:11:05.420592 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:09,254 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:11:09.254975 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:09,255 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:11:09.255969 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:12,724 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:11:12.724349 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:12,724 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:11:12.724349 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:16,067 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:11:16.067278 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:16,067 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:11:16.067278 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:19,990 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:11:19.990899 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:19,990 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:11:19.990899 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:23,315 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:11:23.315197 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:23,315 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:11:23.315197 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:26,702 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:11:26.702102 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:26,702 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:11:26.702102 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:30,523 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:11:30.523601 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:30,523 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:11:30.523601 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:33,912 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:11:33.912333 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:33,912 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:11:33.912333 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:37,411 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:11:37.411558 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:37,411 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:11:37.411558 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:41,168 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:11:41.168700 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:41,168 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:11:41.168700 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:44,508 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:11:44.508959 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:44,508 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:11:44.508959 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:47,890 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:11:47.890268 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:47,891 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:11:47.891801 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:51,784 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:11:51.784647 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:51,784 - INFO - S_CHAIR - Seats are not sufficient. 2024-12-11 20:11:51.784647 - {'online': 0, 'offline': 0, 'is_divided': True}
2024-12-11 20:11:55,088 - INFO - SNIGDHA - Seats are not sufficient. 2024-12-11 20:11:55.088670 - {'online': 0, 'offline': 0, 'is_divided': True}
